,total_loss,style_loss,content_loss
0,0.01619367874227464,0.016193677810952066,8.680229868218703e-10
1,0.049977666093036534,0.01619348004460335,0.03378418494110065
2,128.3506491690874,0.01622221586294472,128.3344284132123
3,403.3266632080078,0.016282458556815982,403.3103790283203
4,522.4928131103516,0.016471689101308584,522.4763427734375
5,434.3618682861328,0.0166177102830261,434.3452514648437
6,384.49839477539064,0.016705523105338217,384.4816925048828
7,365.08335876464844,0.016775547061115503,365.06658325195315
8,336.0457000732422,0.01683315970003605,336.02886657714845
9,313.9957870483398,0.016868489095941186,313.97892303466796
10,275.72997589111327,0.016910754796117543,275.7130645751953
11,262.2157516479492,0.016931618424132468,262.1988189697266
12,244.08858184814454,0.016965948790311814,244.07161712646484
13,238.8947296142578,0.01698166448622942,238.87774658203125
14,223.25806884765626,0.017003221064805986,223.241064453125
15,220.63141632080078,0.017015489749610424,220.6144012451172
16,212.7811065673828,0.01703982362523675,212.76406555175782
17,206.8448471069336,0.01705725067295134,206.82778625488282
18,197.4286117553711,0.017074067192152143,197.41153869628906
19,189.4661651611328,0.017084922129288315,189.44908294677734
20,185.10966796875,0.01709756678901613,185.09257049560546
21,179.52547912597657,0.01711832992732525,179.50836029052735
22,181.29611358642578,0.01713361325673759,181.2789794921875
23,177.2235137939453,0.017149824975058438,177.20636444091798
24,169.3321502685547,0.017160945292562246,169.31498947143555
25,167.53235244750977,0.017179043823853136,167.5151725769043
26,171.02845306396483,0.01719904285855591,171.0112564086914
27,165.6908088684082,0.01720653986558318,165.67360000610353
28,160.24238204956055,0.017227134946733714,160.22515487670898
29,162.5268539428711,0.017243068013340235,162.509610748291
30,163.12382583618165,0.01726556960493326,163.10656127929687
31,163.0997528076172,0.0172775745857507,163.0824752807617
32,157.65349426269532,0.01730425381101668,157.63618850708008
33,156.94551849365234,0.01731816092506051,156.92820205688477
34,154.669140625,0.0173404254950583,154.65179901123048
35,154.92337799072266,0.017362570809200405,154.9060173034668
36,149.41964111328124,0.017381537053734065,149.4022590637207
37,150.75544662475585,0.017397106206044555,150.7380500793457
38,148.51316299438477,0.01742125363089144,148.4957420349121
39,148.09498825073243,0.017442215839400886,148.0775459289551
40,145.9557327270508,0.017464827839285137,145.93826904296876
41,144.54218978881835,0.017476865369826556,144.52471389770508
42,141.4253273010254,0.01748928022570908,141.4078369140625
43,143.05570526123046,0.017516321782022715,143.03819122314454
44,145.39163360595703,0.017540957778692245,145.37409362792968
45,142.76636199951173,0.01756409788504243,142.74879760742186
46,142.52581024169922,0.01758599719032645,142.50822525024415
47,140.2619857788086,0.017614557407796383,140.2443702697754
48,140.12001876831056,0.017633913457393645,140.1023857116699
49,137.78326950073242,0.017660272028297185,137.76560897827147
50,138.23573608398436,0.017675158428028227,138.21806259155272
51,135.8909828186035,0.017699684109538795,135.873282623291
52,132.62225418090821,0.017717629019171,132.60453720092772
53,133.12639999389648,0.01774494177661836,133.1086555480957
54,133.67463226318358,0.01777649689465761,133.65685653686523
55,130.24490127563476,0.01779404333792627,130.22710723876952
56,133.112801361084,0.017817506520077585,133.0949836730957
57,131.74350280761718,0.017839859146624802,131.72566299438478
58,130.52875823974608,0.017866231594234706,130.51089324951172
59,131.76763000488282,0.01788487834855914,131.74974670410157
60,133.51714630126952,0.01792426761239767,133.49922256469728
61,133.71740798950196,0.01794347381219268,133.699462890625
62,128.5090545654297,0.0179700184147805,128.49108428955077
63,126.07861404418945,0.01798452059738338,126.06063079833984
64,125.21954879760742,0.01801666533574462,125.20153350830078
65,122.5574577331543,0.01803754740394652,122.53942031860352
66,119.419873046875,0.018051242223009467,119.40182189941406
67,121.39582824707031,0.018078815890476108,121.37775115966797
68,121.37038040161133,0.018091031070798635,121.35229034423828
69,121.34671173095703,0.018127103662118317,121.32858276367188
70,119.4868034362793,0.0181421949993819,119.46866149902344
71,119.62840728759765,0.018170499615371226,119.61023788452148
72,117.67851943969727,0.01819802727550268,117.66032257080079
73,116.43746643066406,0.018215285567566752,116.41925201416015
74,117.8821792602539,0.018245471082627772,117.86393280029297
75,118.21301345825195,0.01827050936408341,118.1947410583496
76,115.85995330810547,0.018306836020201445,115.84164733886719
77,115.76466598510743,0.01832534442655742,115.74634094238282
78,116.80419235229492,0.018354217568412424,116.78583602905273
79,112.30643463134766,0.018378687836229802,112.28805618286133
80,110.62620162963867,0.018396696308627725,110.60780334472656
81,109.88218383789062,0.018412105599418284,109.86377182006837
82,114.66290664672852,0.018436584575101733,114.64447021484375
83,112.41609649658203,0.018470059195533396,112.39762802124024
84,110.13958587646485,0.01850322065874934,110.1210823059082
85,114.38422317504883,0.018520020227879287,114.36570281982422
86,113.20068740844727,0.018546506483107805,113.1821388244629
87,110.80183792114258,0.018574177287518978,110.7832633972168
88,109.20474090576172,0.01858646431937814,109.1861557006836
89,108.24938659667968,0.01861288920044899,108.2307731628418
90,107.89229812622071,0.01864110352471471,107.87365646362305
91,106.80523223876953,0.018655029218643905,106.78657913208008
92,107.2755844116211,0.018694819789379834,107.25689086914062
93,106.7122703552246,0.018699740525335073,106.69357147216797
94,104.7218231201172,0.018752465955913067,104.70307083129883
95,103.98005294799805,0.018758189305663107,103.96129455566407
96,102.77274627685547,0.018784580286592245,102.75396194458008
97,102.65069351196288,0.018799552228301764,102.63189315795898
98,102.58748321533203,0.018827945925295353,102.56865615844727
99,102.23405075073242,0.018858141358941795,102.21519317626954
