,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,total_loss,style_loss,content_loss
0,0.0,0.0,0.0,0.0,0.0,0.0,46195953.056008875,46195953.056008875,1.9124553546133332e-07
1,0.1,0.00166666666666666,0.00166666666666666,0.00166666666666666,0.00166666666666666,0.00166666666666666,38562939.53262689,36563637.54932874,1999301.7874804686
2,0.2,0.0033333333333333296,0.0033333333333333296,0.0033333333333333296,0.0033333333333333296,0.0033333333333333296,39276203.25390945,33980922.33667492,5295281.080833334
3,0.3,0.005,0.005,0.005,0.005,0.005,37081445.56057611,32217383.483332176,4864061.855833334
4,0.4,0.006666666666666659,0.006666666666666659,0.006666666666666659,0.006666666666666659,0.006666666666666659,36645622.013909444,32716806.643320955,3928815.2825
5,0.5,0.00833333333333333,0.00833333333333333,0.00833333333333333,0.00833333333333333,0.00833333333333333,33333008.240576107,29703711.48329391,3629296.6391666667
6,0.6,0.01,0.01,0.01,0.01,0.01,31363805.693909444,28158558.243296456,3205247.4183333335
7,0.7,0.01166666666666666,0.01166666666666666,0.01166666666666666,0.01166666666666666,0.01166666666666666,29596811.807242773,26584671.736614805,3012139.9958333336
8,0.8,0.01333333333333333,0.01333333333333333,0.01333333333333333,0.01333333333333333,0.01333333333333333,28826245.06724278,26195772.80329553,2630472.5166666666
9,0.9,0.015,0.015,0.015,0.015,0.015,27532135.96724277,25011281.336617213,2520854.508333334
10,1.0,0.01666666666666666,0.01666666666666666,0.01666666666666666,0.01666666666666666,0.01666666666666666,27210443.473909445,24989601.349962763,2220842.2512499997
11,1.1,0.01833333333333333,0.01833333333333333,0.01833333333333333,0.01833333333333333,0.01833333333333333,26511556.673909444,24383522.456646398,2128034.2545833336
12,1.2,0.02,0.02,0.02,0.02,0.02,26569107.527242772,24607277.76325887,1961829.7237500001
