,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,total_loss,style_loss,content_loss
0,0.0,0.0,0.0,0.0,0.0,7699325.504892435,7699325.504890368,2.1965736853720143e-06
1,0.016666666666666666,0.0002777777777777767,0.0002777777777777767,0.0002777777777777767,0.0002777777777777767,1099139154.5842664,1098196356.184891,942798.3838194445
2,0.03333333333333333,0.000555555555555555,0.000555555555555555,0.000555555555555555,0.000555555555555555,3191588627.1600003,3181621207.253343,9967404.934444444
3,0.05,0.0008333333333333334,0.0008333333333333334,0.0008333333333333334,0.0008333333333333334,4493629219.306666,4482151601.707843,11477609.245555555
4,0.06666666666666667,0.00111111111111111,0.00111111111111111,0.00111111111111111,0.00111111111111111,5762007184.693333,5749411972.196294,12595213.315555556
5,0.08333333333333333,0.0013888888888888883,0.0013888888888888883,0.0013888888888888883,0.0013888888888888883,6930243435.8933325,6917406037.547687,12837390.033333333
6,0.1,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,7815356405.222222,7802056249.103125,13300133.373333333
7,0.11666666666666667,0.0019444444444444433,0.0019444444444444433,0.0019444444444444433,0.0019444444444444433,8531367553.866667,8518118040.676553,13249509.322222222
8,0.13333333333333333,0.002222222222222222,0.002222222222222222,0.002222222222222222,0.002222222222222222,8980304585.742222,8966589153.494305,13715398.971111111
9,0.15,0.0025,0.0025,0.0025,0.0025,9392913167.671112,9379307738.667665,13605416.02222222
10,0.16666666666666666,0.0027777777777777766,0.0027777777777777766,0.0027777777777777766,0.0027777777777777766,9718157292.16,9704475452.516516,13681909.706666667
11,0.18333333333333332,0.003055555555555555,0.003055555555555555,0.003055555555555555,0.003055555555555555,10028890308.284445,10015097906.276562,13792380.935555555
12,0.2,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,10259209128.164446,10245609663.360945,13599503.391111111
13,0.21666666666666667,0.0036111111111111096,0.0036111111111111096,0.0036111111111111096,0.0036111111111111096,10459522614.008888,10445594187.307644,13928456.875555554
14,0.23333333333333334,0.0038888888888888883,0.0038888888888888883,0.0038888888888888883,0.0038888888888888883,10641383926.711111,10627559970.347637,13824031.935555555
15,0.25,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,10794891699.786665,10780959539.414349,13932143.295555556
16,0.26666666666666666,0.004444444444444444,0.004444444444444444,0.004444444444444444,0.004444444444444444,10919410660.355556,10905475299.76989,13935347.533333333
17,0.2833333333333333,0.004722222222222222,0.004722222222222222,0.004722222222222222,0.004722222222222222,11075758470.764444,11061693535.787678,14064871.05777778
