,total_loss,style_loss,content_loss
0,117.72535730997721,117.72535730997721,3.8099364587651505e-07
1,179.38296292622883,117.62423311869303,61.758729001445076
2,2272.932285308838,117.57395394643147,2155.358347218732
3,2350.6940621058147,117.43170528411865,2233.2623700380327
4,3827.927110608419,117.34734541575114,3710.5798062711956
5,4308.823883183797,117.19584693908692,4191.628007189929
6,3267.9671898523966,117.06492811838785,3150.9022576463717
7,3197.18651898702,116.95921891530355,3080.22730664139
8,2689.871649932861,116.85097764333089,2573.0206855331858
9,2374.3474876403807,116.74945646921793,2257.5980201666553
10,2232.00201848348,116.6666748046875,2115.335337001582
11,2098.788775126139,116.59696973164877,1982.191792439421
12,2023.9654930114746,116.51802285512288,1907.4474704325198
13,1932.18244043986,116.4422223409017,1815.7402371610203
14,1867.4054355621338,116.3984276453654,1751.0070253476501
15,1835.0532769521078,116.36519241333008,1718.688086005052
16,1743.9732135772706,116.33776028951009,1627.6354518045982
17,1734.224166615804,116.32729593912761,1617.8968614180883
18,1680.0914352416992,116.32797838846842,1563.7634587009748
19,1658.5570026397704,116.33828258514404,1542.2187218368053
20,1623.644603474935,116.36100794474284,1507.2835766494275
21,1604.6336083730062,116.38864523569742,1488.244939448436
22,1572.3470549265544,116.4293238957723,1455.9177415500085
23,1556.7083026885987,116.48654549916586,1440.2217537224292
24,1527.5438046773274,116.54938659667968,1410.9944177697103
25,1520.0081667582194,116.61975008646647,1403.388422106703
26,1482.1614888509114,116.70038305918375,1365.4611038486162
27,1478.8752522786458,116.78941281636556,1362.0858202586571
28,1450.3708693186443,116.8807190577189,1333.4901698638996
29,1440.1835502624513,116.97444972991943,1323.2091014117002
30,1415.6378042856852,117.07892710367838,1298.558882389466
31,1406.4384295145671,117.19254035949707,1289.2458802868923
32,1389.4811384836833,117.312313524882,1272.1688274115324
33,1377.1963821411132,117.43790264129639,1259.7584798971811
34,1362.9402830759684,117.5719450632731,1245.3683396726847
35,1354.2518337249755,117.71819553375244,1236.533638761441
36,1342.928623199463,117.87368837992351,1225.0549321214357
37,1332.3136408487956,118.0322437286377,1214.2814015964666
38,1322.264367421468,118.19517784118652,1204.0692053000132
39,1313.7086205800374,118.36059354146322,1195.3480474263429
40,1304.2934010823567,118.52534834543864,1185.7680375039577
41,1295.92081934611,118.69038333892823,1177.2304281274478
42,1287.0908351898192,118.85593929290772,1168.2349044124285
43,1277.7577058792115,119.02654177347819,1158.7311710695426
44,1273.8037890116373,119.2041036605835,1154.5996797978878
45,1268.029667154948,119.38150405883789,1148.648167681694
46,1259.3663876215617,119.55489756266276,1139.81148960193
47,1253.1776835123699,119.73100433349609,1133.4466922918955
48,1244.6376907348633,119.91233393351237,1124.7253598590692
49,1238.0525595347087,120.09154008229574,1117.9610108097395
50,1230.3186904907227,120.26659882863363,1110.0520823081335
51,1222.7325327555338,120.44300492604573,1102.2895169536273
52,1214.9669191996256,120.61833063761394,1094.348594880104
53,1210.3023147583008,120.78812001546224,1089.5142016430696
54,1200.3020521799724,120.95752353668213,1079.3445364276567
55,1196.0740675608317,121.12689170837402,1074.9471653560797
56,1187.7980312347413,121.29429518381754,1066.503738961617
57,1181.4644077301025,121.46301797231038,1060.0013864258924
58,1173.96126537323,121.63015785217286,1052.3311013162136
59,1168.6945576985677,121.7942319869995,1046.9003304620585
60,1161.2242197672526,121.9577454884847,1039.2664560059707
61,1153.927386856079,122.11965789794922,1031.807720553875
62,1148.0552019755046,122.27721869150797,1025.7780002037684
63,1140.8734307607015,122.43496170043946,1018.438472443819
64,1134.5184794743857,122.59134413401286,1011.9271378517151
65,1129.7019367218018,122.74145189921062,1006.9604735096295
66,1123.3051604588827,122.88951320648194,1000.4156575083732
67,1117.6197246551515,123.03814703623453,994.5815654218197
68,1110.5623803456624,123.18337071736654,987.3790067394574
69,1104.0920669555665,123.32632548014323,980.7657249867916
70,1098.8174200693766,123.46886234283447,975.3485600272815
71,1091.5503480275472,123.60842068990071,967.9419196903706
72,1087.6060499827067,123.74418640136719,963.8618614236514
73,1080.0171240488687,123.87624530792236,956.1408670743307
74,1074.8954292933147,124.0054916381836,950.8899299124877
75,1069.8076937357584,124.13184153238932,945.675858215491
76,1063.9420525868734,124.2560666402181,939.6859809438388
77,1058.2595549265543,124.37588481903076,933.8836503187815
78,1053.7690305074057,124.49132715861002,929.2777017096679
79,1045.7753377278646,124.60453694661459,921.1707994560401
80,1042.0873405456543,124.71517480214438,917.372164795796
81,1033.5923795700073,124.82203426361085,908.7703421552976
82,1030.0023814519247,124.92630538940429,905.0760672926903
83,1022.5279325485229,125.02891731262207,897.499019207557
84,1018.0276448567708,125.12858537038167,892.8990556577842
85,1011.7751272201538,125.22534065246582,886.549789661169
86,1006.2008702596029,125.3212121963501,880.879660586516
87,1000.2568796157836,125.41612046559652,874.8407618224621
88,995.2723011016845,125.50724010467529,869.7650647103786
89,989.3248212178548,125.59509474436442,863.7297327299913
90,983.6230686187744,125.68199844360352,857.9410745302836
91,977.6768480936686,125.76602700551351,851.9108264962832
92,972.7970030466715,125.84599647521972,846.9510110576947
93,967.267024676005,125.92316296895345,841.3438587546349
94,961.566210047404,125.99794546763103,835.5682647049427
95,956.9750993092855,126.06878306070963,830.9063131709894
96,950.7428677876791,126.13803164164226,824.6048416058222
97,946.3199568430583,126.20416927337646,820.1157913466294
98,941.3481318791708,126.26827824910482,815.0798489650091
99,935.3544150034587,126.33152694702149,809.0228876670202
