,Unnamed: 0,total_loss,style_loss,content_loss
8,0.13333333333333333,4871872.928125,4211538.939583333,660333.9881022136
9,0.15,4782622.951041667,4139757.103125,642865.8274414062
10,0.16666666666666666,4712139.179166666,4088578.7510416666,623560.4377278647
11,0.18333333333333332,4652018.614583333,4050621.3666666667,601397.2353515625
12,0.2,4600362.854166667,4023163.675,577199.1587076823
13,0.21666666666666667,4555995.851041666,4003133.767708333,552862.0878092448
14,0.23333333333333334,4518486.547916667,3987905.377083333,530581.1700520833
15,0.25,4485826.997916667,3976003.56875,509823.4429361979
16,0.26666666666666666,4456085.61875,3966173.234375,489912.37814127596
17,0.2833333333333333,4428147.363541666,3957710.466666667,470436.8717285156
18,0.3,4403013.355208334,3949921.925,453091.4505859375
19,0.31666666666666665,4379576.254166666,3942575.925,437000.33901367185
20,0.3333333333333333,4358355.1875,3935451.603125,422903.59506835934
21,0.35,4338983.520833333,3928445.861458333,410537.66782226565
22,0.36666666666666664,4320577.119791667,3921533.3822916667,399043.7181315104
23,0.38333333333333336,4303076.207291666,3914677.972916667,388398.24052734376
24,0.4,4286446.066666666,3907744.8739583334,378701.181233724
25,0.4166666666666667,4270853.33125,3900896.8895833334,369956.4098144531
26,0.43333333333333335,4256467.535416666,3894130.340625,362337.2099121093
27,0.45,4243275.107291667,3887380.4145833333,355894.68758138013
28,0.4666666666666667,4230886.25625,3880750.957291667,350135.27607421874
29,0.48333333333333334,4219470.340625,3874285.15,345185.18038736976
30,0.5,4208604.014583333,3868169.5145833334,340434.51953125
31,0.5166666666666667,4197904.009375,3862378.51875,335525.4983561198
32,0.5333333333333333,4187851.29375,3856877.33125,330973.9914550781
33,0.55,4178724.5302083334,3851685.196875,327039.37628580735
34,0.5666666666666667,4169992.7729166667,3846785.671875,323207.1052246093
35,0.5833333333333334,4161514.1822916665,3842197.75,319316.41258138017
36,0.6,4153192.565625,3837899.4927083333,315293.0548177083
37,0.6166666666666667,4144981.3833333333,3833814.446875,311166.9315917968
38,0.6333333333333333,4136964.2197916666,3829977.613541667,306986.6135091146
39,0.65,4129272.909375,3826386.2708333335,302886.64303385414
40,0.6666666666666666,4121868.2552083335,3822976.7135416665,298891.5389485677
41,0.6833333333333333,4114746.183333333,3819622.55625,295123.6294433594
42,0.7,4107912.5072916667,3816350.8333333335,291561.6689290365
43,0.7166666666666667,4101305.8375,3813174.7604166665,288131.02957356774
44,0.7333333333333333,4095037.4114583335,3810098.997916667,284938.41251627606
45,0.75,4089082.178125,3807090.388541667,281991.7952799479
46,0.7666666666666667,4083368.496875,3804119.1645833333,279249.30182291666
47,0.7833333333333333,4077801.128125,3801223.5145833334,276577.61520182295
48,0.8,4072422.1489583333,3798415.5166666666,274006.63644205726
49,0.8166666666666667,4067284.783333333,3795717.1239583334,271567.69210611976
50,0.8333333333333334,4062320.7104166667,3793146.26875,269174.4500976563
51,0.85,4057442.0364583335,3790691.19375,266750.8432454427
52,0.8666666666666667,4052560.105208333,3788344.841666667,264215.2463378906
53,0.8833333333333333,4047822.207291667,3786097.2916666665,261724.92643229166
54,0.9,4043236.6552083334,3783915.441666667,259321.20777994796
55,0.9166666666666666,4038762.4833333334,3781786.2197916666,256976.25670572917
56,0.9333333333333333,4034342.8041666667,3779691.533333333,254651.25447591147
57,0.95,4030045.513541667,3777630.495833333,252415.02662760418
58,0.9666666666666667,4025927.1020833333,3775593.8583333334,250333.23380533853
59,0.9833333333333333,4021990.1333333333,3773580.128125,248410.01875
60,1.0,4018098.7666666666,3771622.238541667,246476.5177734375
61,1.0166666666666666,4014246.6,3769746.565625,244500.03647460937
62,1.0333333333333334,4010510.7041666666,3767972.064583333,242538.65182291667
63,1.05,4006860.620833333,3766234.658333333,240625.96700846354
64,1.0666666666666667,4003309.371875,3764513.138541667,238796.25221354168
65,1.0833333333333333,3999847.7885416667,3762819.1041666665,237028.69134114584
66,1.1,3996485.6770833335,3761156.9875,235328.6990234375
67,1.1166666666666667,3993246.277083333,3759514.8854166665,233731.37893880205
68,1.1333333333333333,3990046.2114583333,3757900.095833333,232146.12133789062
69,1.15,3986917.21875,3756348.5572916665,230568.676171875
70,1.1666666666666667,3983905.982291667,3754861.0927083334,229044.86298828127
71,1.1833333333333333,3980971.622916667,3753415.8510416667,227555.78883463537
72,1.2,3978056.972916667,3752012.370833333,226044.6276367187
73,1.2166666666666666,3975221.167708333,3750624.48125,224596.72613932294
74,1.2333333333333334,3972472.640625,3749238.8895833334,223233.74337565104
75,1.25,3969773.9583333335,3747851.551041667,221922.4087402344
76,1.2666666666666666,3967083.189583333,3746467.3208333333,220615.8553548177
